title,authors,abstract,published,year,url,source,doi
The impact of china’s artificial intelligence pilot policies on enterprise supply chain resilience,"Cheng Guangbin, Hongshuai Zhang","As the “Artificial Intelligence Plus” strategic initiative continues to deepen, the circumstances under which and how artificial intelligence (AI) can enhance the resilience of corporate supply chains are rapidly drawing academic attention. This paper, utilizing data from 4,144 A-share listed companies in China and relevant data from prefecture-level cities spanning from 2016 to 2023 as samples, employs the double machine learning (DML) method with random forest regression as the DML learner to investigate the relationship mechanism between government-level AI policies and corporate supply chain resilience. The results reveal that AI pilot policies can elevate the level of corporate supply chain resilience (with an average increase of 0.0177 units in supply chain resilience in pilot regions, and a 95% confidence interval of [0.0074–0.0281]). This enhancement is primarily achieved by strengthening enterprises’ absorptive capacity, resource integration capability, and innovation ability, while the digital foundation and capital investment of regions and enterprises further amplify this positive impact. Meanwhile, the policy’s influence exhibits significant heterogeneity, with more pronounced effects in eastern regions, central cities, technology-intensive industries, and state-owned enterprises. When facing external shocks, AI policies can mitigate the adverse impacts caused by such shocks, and this mitigating effect is more significant in the later stages of the shock. Additionally, these policies can drive the improvement of supply chain resilience in non-pilot regions through spatial spillover effects. The conclusions of this study offer practical references for optimizing supply chain management and enhancing supply chain resilience through AI policies, as well as valuable insights for relevant policy formulation and corporate strategic decision-making.",,2026.0,https://openalex.org/W7128299438,openalex,
A Bibliometric Analysis and Network Visualisation of Human Mobility Studies from 1990 to 2020: Emerging Trends and Future Research Directions,"Siqin Wang, Mengxi Zhang, Tao Hu, Xiaokang Fu, Zhe Gao, Briana Halloran, Yan Liu","Studies on human mobility have a long history with increasingly strong interdisciplinary connections across social science, environmental science, information and technology, computer science, engineering, and health science. However, what is lacking in the current research is a synthesis of the studies to identify the evolutional pathways and future research directions. To address this gap, we conduct a systematic review of human mobility-related studies published from 1990 to 2020. Drawing on the selected publications retrieved from the Web of Science, we provide a bibliometric analysis and network visualisation using CiteSpace and VOSviewer on the number of publications and year published, authors and their countries and afflictions, citations, topics, abstracts, keywords, and journals. Our findings show that human mobility-related studies have become increasingly interdisciplinary and multi-dimensional, which have been strengthened by the use of the so-called ‘big data’ from multiple sources, the development of computer technologies, the innovation of modelling approaches, and the novel applications in various areas. Based on our synthesis of the work by top cited authors we identify four directions for future research relating to data sources, modelling methods, applications, and technologies. We advocate for more in-depth research on human mobility using multi-source big data, improving modelling methods and integrating advanced technologies including artificial intelligence, and machine and deep learning to address real-world problems and contribute to social good.",,2021.0,https://openalex.org/W3161337493,openalex,
Smart infrastructure: an emerging frontier for multidisciplinary research,"Robert Ogie, Pascal Perez, Virginia Dignum","The irreversible marriage between digital technology and physical urban infrastructure has given rise to the concept of smart infrastructure. The potential benefits of smart infrastructure are significant; however, their realisation will depend on society’s ability to address pressing issues, such as the need to develop a common language to describe terms and processes. This paper aims to lay out the foundations of such a common language. First, the authors review academic literature in order to outline key characteristics of so-called smart infrastructure systems. Importantly, the authors define and differentiate between smart and intelligent infrastructure systems. Then, the authors use an LVP framework to describe the levels (L), values (V) and principles (P) of inherently smart infrastructure systems. Finally, the authors argue that the study of smart infrastructure is a multidisciplinary field of research that reaches beyond traditional engineering and information technology disciplines. The authors expect that eliminating ambiguity and fragmentation in the definition of smart infrastructure systems will enhance research on and practice of these systems.",,2017.0,https://openalex.org/W2598630755,openalex,
Airworthiness Support Measures Analogy to the Prospective Roundabouts Alternatives: Theoretical Aspects,Andriy Goncharenko,"The goal of this paper is to investigate theoretically the possible directions of some specified methods for the alternative roundabouts effectiveness modeling and optimization. The out-coming criteria have an economical interpretation. Those are the objective functionals of the alternative roundabouts effectiveness as the profit gained in the course of the traffic flow changes in the view of the integral form. This is modeled taking into consideration the transport infrastructure functioning elements such as the traffic flow of a capacity model. It takes into account two major components of the transportation services which are the alternative roundabouts business’ incomes and expenses relating to the roundabouts transportation worthiness support. The prototypic approach is that one from the aircraft airworthiness support measures models. Corresponding managerial influences with respect to environmental, safety, utility, and other issues, as well as probable impacts, are modeled with the construction of the relevant under-integral expressions, equations, and appropriate coefficients and parameters of the mathematical models. The achieved theoretical results, on the basis of the Euler-Lagrange equation and accepted assumptions, have been checked for the sufficiency of the objective functional maximum presence at the “point” with the use of the conducted computer simulation. The necessary diagrams are plotted in order to illustrate the theoretical contemplations and speculations, as well as to check the correctness of the applied mathematical derivations and visualize the models’ preciseness and abilities. The theoretically constructed mathematical models have a significance of the prognostic values applicability required at the alternative roundabouts effectiveness modeling and optimization ensuring their design progress and evolutions.",,2018.0,https://openalex.org/W2899650247,openalex,
A Survey on Artificial Intelligence based Internet of Vehicles utilizing Unmanned Aerial Vehicles,"Syed Ammad Ali Shah, Xavier Fernando, Rasha Kashef","The vehicular ad hoc network (VANET) when augmented with internet is called internet of vehicles (IoV). In the IoV, vehicles have on board units (OBUs), use communication technologies and customized software to communicate with infrastructure around them. The vehicles can have permanent connectivity and global network awareness based on cloud computing. IoV technologies are still being assessed to ensure that the network is protected from attacks, supports a dynamic vehicular mobility scenarios and meets the low latency communication requirements between the vehicles and the surrounding infrastructure. To meet these strict Quality of Service (QoS) demands, Unmanned Aerial Vehicles (UAVs) play a vital role in IoV ecosystems. An UAV can serve as a mobile roadside unit (mRSU) to transmit data between vehicles, stationery RSUs and other UAVs. The UAVs have better line of sight (LOS) connections which result in better channel states and lower path loss than fixed RSUs. Although the inclusion of UAVs in vehicular networks has improved the system performance by providing better resource management and routing solutions, the traditional optimization techniques with their limitations are often not applicable. Therefore, in recent years, research community is integrating Artificial Intelligence (AI) and Machine Learning (ML) into UAV based IoV ecosystem to better manage resource allocation, routing and mobility management issues to optimize the overall network performance. In this survey paper we review the existing research done in AI/ML based UAV-IoV networks and communications with focus on resource management and routing from year 2019 to 2023. We have studied different AI techniques, their training attributes and architectures in various research works. The limitations of AI-based approaches in terms of required computational resources, availability of real world data and AI models’ complexity for the UAV-IoV environment are also discussed. Finally, the future directions for UAV-IoV research opportunities that can leverage the full potential of AI are presented.",,2023.0,https://openalex.org/W4389751575,openalex,
"Soils as Carbon Stores and Sinks: Expectations, Patterns, Processes, and Prospects of Transitions","Meine van Noordwijk, Ermias Aynekulu, Renske Hijbeek, Eleanor Milne, Budiman Minasny, Danny Dwi Saputra","The few percent of soil organic carbon (SOC) among mineral components form the interface of climate, plant growth, soil biological processes, physical transport infrastructure, and chemical transformations. We explore maps, models, myths, motivation, means of implementation, and modalities for transformation. Theories of place relate geographic variation in SOC to climate, soil types, land cover, and profile depth. Process-level theories of biophysical change and socioeconomic theories of induced change explain SOC transitions that follow from land use change when a declining curve is bent and recovery toward SOC saturation starts. While the desirability of recovering from SOC deficits has been mainstreamed into climate policy, the effectiveness of proposed measures taken remains contested. Process-level requirements for transitions at plot and landscape scales remain uncertain. Expectations of policy-induced SOC transitions have to align with national cross-sectoral C accounting and be managed realistically with land users (farmers) and commodity supply chains (private sector, consumers).",,2023.0,https://openalex.org/W4386447303,openalex,
Sustainable digital technologies in the management of infrastructure property complexes,"П.А. Козин, Natalia Alekseeva, Svetlana Krechko","The existing procedure for regulating property relations, built on the basis of the concept of market equilibrium, requires updating on the basis of a mechanism for preparing and making fair decisions, taking into account the wide opportunities for analysis through the use of artificial intelligence. We continue and develop the presented research by describing the implementation of the decision-making preparation mechanism based on the creation of a financial digital twin of the marine infrastructure property complex. The purpose of this study is to consider options and digital mechanisms for making management decisions on the development of infrastructure property complexes that are justified from an economic point of view, as well as from the point of view of public efficiency. The following tasks are solved: define a regional marine property complex as a type of infrastructure property complex; create criteria for evaluating the effectiveness of the regional marine infrastructure property complex; describe the implementation of the mechanism for preparing for decision-making based on the creation of a financial digital double of the research object. Mechanisms of support for managerial decision-making using artificial intelligence based on neural network construction are considered. The scientific novelty lies in the fact that the study offers an effective mechanism for preparing and making decisions, implemented on the basis of creating a financial digital double of the marine infrastructure property complex.",,2021.0,https://openalex.org/W3164487135,openalex,
Exploring the impact of digital twin technology in infrastructure management: a comprehensive review,"Shi Qiu, Qasim Zaheer, Fahad Ali, Saif Wajid, Hualiang Chen, Chengbo Ai, Jin Wang","This paper examines the role of Digital Twin Technology (DTT) in transforming infrastructure management, with a focus on sustainability. It highlights how advancements in Artificial Intelligence (AI), Building Information Modeling (BIM), and the Internet of Things (IoT) are driving the effectiveness of Digital Twins in real-world applications. Through detailed case studies, the paper showcases the practical benefits of DTT across various infrastructure sectors. It also evaluates current trends and strategies for enhancing DTT integration into infrastructure systems. The research reveals a striking 80% increase in DTT-related publications from 2019 to 2024, with Asia, particularly China, leading in contributions. The paper concludes by addressing the future potential, challenges, and risks of DTT, offering valuable insights for stakeholders aiming to optimize infrastructure management in the digital era.",,2025.0,https://openalex.org/W4409946875,openalex,
Designing an Intelligent Pavement Maintenance and Management System using Drone Imagery and Artificial Intelligence,"C. Makendran, M. Karthik, S.M. Jakir Hasan, M. Harivignesh, G. Varun Raahul","This paper presents the development of an innovative pavement maintenance and management system leveraging advanced drone imagery and Convolutional Neural Network (CNN) image classification. Our system is designed to perform 2D modelling of road surfaces using high-resolution images captured by drones. These images are then analysed by a CNN model specifically trained to detect and classify pavement damages in accordance with the IRC:82 'Code of Practice for Maintenance of Bituminous Surfaces of Highways'. The classification process identifies various types of road distresses such as cracks, potholes, and surface wear. Each identified distress is documented in a comprehensive report detailing the nature of the damage and recommending specific remedies as per IRC guidelines. Furthermore, the system categorizes the severity of the damages, facilitating the dispatch of these results to maintenance authorities for immediate action. This ensures that repair efforts are prioritized effectively, contributing to the maintenance of safer and higher quality roadways. By automating the detection and classification of road damages, this system not only accelerates the repair process but also plays a crucial role in reducing road accidents by maintaining better road conditions. This approach showcases the potential of integrating artificial intelligence and drone technology in the field of road maintenance, marking a significant step towards smarter and safer road infrastructure.",,2024.0,https://openalex.org/W4392751668,openalex,
Why a Human Court? On the Right to a Human Judge in the Context of the Fair Trial Principle,Marcin Górski,"For centuries, “doing justice” has been a fundamentally anthropocentric effort: Humankind has been placed at the centre of emerging paradigms and systems such as (quite self-evidently) human rights, constitutionalism, and – gradually – also international law. In addition to focusing adjudication on individuals and their litigated interests, this has meant an administration of justice taking the form of human activity. The advent of automated public decision-making, including adjudication based on artificial intelligence (AI) tools, has raised concerns of possible shortcomings and abuses of justice resulting from their application. So is it time to change this anthropocentric mindset? More specifically, has the time come to replace human judges with AI? Can we do without them? Technological progress, rather than legal considerations, is likely to decide the fate of the anthropocentric outlook. This is why this essay aims to focus on the future of human judges. The proposition put forward is that courts cannot operate without a human element, less so because of technical constraints, but rather in light of the modern understanding of the right to a fair trial.",,2023.0,https://openalex.org/W4379385115,openalex,
Adaptive Pathways Using Emerging Technologies: Applications for Critical Transportation Infrastructure,"Nisrine Makhoul, Dimitra V. Achillopoulou, Nikoleta K. Stamataki, Rolands Kromanis","Hazards are becoming more frequent and disturbing the built environment; this issue underpins the emergence of resilience-based engineering. Adaptive pathways (APs) were recently introduced to help flexible and dynamic decision making and adaptive management. Especially under the climate change challenge, APs can account for stressors occurring incrementally or cumulatively and for amplified-hazard scenarios. Continuous records from structural health monitoring (SHM) paired with emerging technologies such as machine learning and artificial intelligence can increase the reliability of measurements and predictions. Thus, emerging technologies can play a crucial role in developing APs through the lifetimes of critical infrastructure. This article contributes to the state of the art by the following four ameliorations. First, the APs are applied to the critical transportation infrastructure (CTI) for the first time. Second, an enhanced and smart AP framework for CTI is proposed; this benefits from the resilience and sustainability of emerging technologies to reduce uncertainties. Third, this innovative framework is assisted by continuous infrastructure performance assessment, which relies on continuous monitoring and mitigation measures that are implemented when needed. Next, it explores the impact of emerging technologies on structural health monitoring (SHM) and their role in enhancing resilience and adaptation by providing updated information. It also demonstrates the flexibility of monitoring systems in evolving conditions and the employment of AI techniques to manage pathways. Finally, the framework is applied to the Hollandse bridge, considering climate-change risks. The study delves into the performance, mitigation measures, and lessons learned during the life cycle of the asset.",,2023.0,https://openalex.org/W4388861160,openalex,
Innovation in Cross-Border Supply Chain Inventory Management Driven by Big Data,Chenyu Yang,"This paper explores the transformative impact of big data technology on cross-border supply chain inventory management. In the era of globalization, supply chains face increased complexities and risks, particularly in cross-border logistics. Challenges include transportation uncertainties, delays due to long-distance transport, infrastructure disparities, and transparency issues. Integrating big data analytics offers a solution to these challenges by enabling predictive analytics for demand forecasting, inventory optimization, and risk management. This study highlights the role of big data in enhancing supply chain transparency, reducing uncertainties, and improving decision-making processes. Examples from JD E-commerce and NongFu Spring demonstrate the practical application of big data in optimizing inventory management and mitigating risks. JD E-commerce employs artificial intelligence and big data analytics for inventory management, leading to reduced turnover days and cost efficiency. NongFu Spring, on the other hand, uses big data for scenario marketing and supply chain optimization. The paper concludes that big data technology not only revolutionizes inventory management but also plays a crucial role in addressing risks in the supply chain, thus leading to more efficient, transparent, and resilient supply chains in the face of globalization challenges.",,2024.0,https://openalex.org/W4394882861,openalex,
Artificial Intelligence in Law Enforcement Settings: AI Solutions for Disrupting Illicit Money Flows,"Dimitrios Kafteranis, Athina Sachoulidou, Umut Türkşen","With the rise and spread of ICT-enabled crimes and illicit money flows (IMFs), law enforcement authorities and financial intelligence units need innovative investigative tools and skills, and organisational and regulatory adjustments to counter crime. The multi-disciplinary TRACE project is developing AI solutions to identify, track, and document IMFs to pave the way for effectively prosecuting money laundering and predicate offences and recovering criminal proceeds. In this article, the authors present the TRACE project to reveal some of the challenges faced by law enforcement authorities in adopting AI-driven investigative tools, taking into account the ongoing legislative procedures in preparation for the adoption of the EU Artificial Intelligence Act. It is argued that more empirical research is required on the design and feasibility of these AI-enabled tools given their implications for various legal principles, such as privacy, data protection, and the right to a fair trial. An “ethics and rule of law by design” approach, as is also being pursued by the TRACE project, is mapped out as a robust framework for developing AI tools intended to be used for law enforcement purposes.",,2023.0,https://openalex.org/W4379385060,openalex,
An approach to transport infrastructure design using a two-step method based on modified ant colony optimization,"Mariusz Korzeń, M. Kruszyna","The main purpose of the paper is to develop a tool to effectively support the transport infrastructure planning process. The novel method is based on modified ant colony optimization and is used for evaluating new infrastructure sections in the public transport. The section could contain a single route as well as a combination of two or more routes. The authors propose a two-step evaluation. Step one uses a modified ant colony optimization to evaluate a single underground route. As a result, for each route, the effort that artificial ants have to cover the routes is obtained. Such effort is calculated considering the distance, total length, number of inhabitants, and areas with access to the rail network. In step two, the proposed routes are combined to create variants. The evaluation of combining routes use additional parameters like crossing time or travel time in alternative means. The case study located in one of the biggest agglomerations in Poland shows the method’s utility in the evaluation of options for a railway tunnel. The analyses show that all criteria have an influence on the results and that the new, two steps method gives an intriguing effect. The presented methodology contains novel elements and their implementation to specific transport infrastructure elements. The results are contrasted with an algorithm based on multi-criteria analysis, which showed the greater complexity of the proposed approach.",,2025.0,https://openalex.org/W4411386701,openalex,
"Systems-Based Analysis of Urban Mobility, Land-Use Patterns, and Sustainable City Growth Dynamics","Daniel Obokhai Uduokhai, Mike Ikemefuna Nwafor, Adepeju Nafisat Sanusi, Baalah Matthew Patrick Garba","Urban mobility, land-use patterns, and sustainable city growth dynamics are interdependent components that shape the functionality, efficiency, and resilience of contemporary cities. Rapid urbanization in developing regions has intensified transportation pressures, land fragmentation, and unplanned expansion, creating complex challenges for sustainable urban development. This adopts a systems-based approach to analyze the interrelationships between urban mobility networks, land-use distribution, and city growth trajectories. By integrating Geographic Information Systems (GIS), spatial modeling, and urban systems theory, the research examines how transportation accessibility, land-use intensity, and population dynamics collectively influence sustainable urban outcomes. The analysis focuses on identifying feedback loops, bottlenecks, and synergies that inform planning interventions for efficient land utilization, reduced congestion, and enhanced environmental performance. Case studies from selected urban centers illustrate the dynamic interactions between transport infrastructure, residential and commercial land allocation, and the spatial evolution of cities over time. The findings indicate that sustainable urban growth is most achievable when mobility planning and land-use management are coordinated, with policies emphasizing mixed-use development, transit-oriented growth, and equitable access to transportation services. Moreover, the study highlights the role of adaptive governance, multi-level planning integration, and real-time data analytics in supporting resilient urban systems. The systems-based framework proposed provides urban planners, policymakers, and researchers with a comprehensive tool to evaluate the impacts of mobility and land-use decisions on city sustainability, while enabling scenario-based assessments for future growth. The research underscores the necessity of holistic planning strategies that balance socio-economic development, environmental conservation, and mobility efficiency, ultimately contributing to more livable, inclusive, and resilient urban environments.",,2023.0,https://openalex.org/W4416711791,openalex,
Use of Artificial Neural Network in Engineering: A Review,"Tarun Athya, Mousami Singh","Abstract: In the context of Artificial Neural Networks (ANNs), the use of an AI driven machine learning approach has been explored for addressing real world problems in the current scenario. For the effective functioning of ANN based models, similar datasets specific to the targeted problem are required, so that behavior resembling human general intelligence can be emulated. A comprehensive review of earlier studies related to ANNs has been presented in this paper, and conclusions have been drawn based on the evaluated literature. Within these reviewed works, significant contributions have been made using architectures such as Multi Layer Perceptron Neural Networks (MLPNNs), Convolutional Neural Networks (CNNs), and Recurrent Neural Networks (RNNs), each applied respectively to one dimensional, two dimensional and time series data for pattern recognition and learning. To ensure proper learning and adaptive behavior in ANN systems, the initial selection of an AI capable programming language has been emphasized, which must be able to process datasets intelligently before translating this behavior into artificial intelligence. As a result of these findings, clear and focused conclusions were drawn which forms the research objectives of our further technical study",,2025.0,https://openalex.org/W4410855718,openalex,
Digitalization as an Enabler in Railway Maintenance: A Review from “The International Union of Railways Asset Management Framework” Perspective,"Mauricio Rodríguez, Adolfo Crespo Márquez, Antonio Sánchez-Herguedas, Vicente González-Prida","This paper conducts a comprehensive review of the role of digitalization in railway maintenance management, particularly through the lens of the International Union of Railways (UIC) asset management framework. The study aims to assess how digital technologies such as Big Data, the Internet of Things (IoT), and Artificial Intelligence (AI) serve as enablers for more efficient and effective maintenance practices in the railway sector. By employing a bibliometric analysis, we identify the current trends, challenges, and gaps in the literature concerning the integration of digital tools into maintenance management frameworks. The findings reveal that while digitalization offers significant potential for optimizing maintenance operations and enhancing decision-making processes, its successful implementation requires a more integrated approach that aligns with the strategic goals of railway organizations. This paper also discusses future research directions, emphasizing the need for a global framework incorporating technological advancements and organizational change to achieve sustainable and safe railway operations.",,2025.0,https://openalex.org/W4409365010,openalex,
Sustainable Consumption by Reducing Food Waste: A Review of the Current State and Directions for Future Research,"Esther Álvarez, Fazleena Badurdeen, Paul-Eric Dossou","Almost one third of all food produced in the world currently goes to waste. One of the targets under the ‘Responsible consumption and production’ sustainable development goal calls for halving the per capita food waste at the consumer level as well as across the supply chain from manufacturing, storage and retail by 2030. While numerous strategies have been recommended and implemented to address this problem, major challenges remain to be overcome. The paper presents an in-depth review of current state-of-art practices in food waste management. The solutions and recommendations presented to reduce food waste at the household, retail, restaurant, manufacturing and supply chain levels are reviewed. Regulations and regional variations in food waste management practices are also examined. The findings are used to identify research gaps and propose a conceptual framework to increase closed-loop material flow for more circular food systems that can reduce food waste. Potential areas for application of engineering and management principles to develop analytical models for food waste reduction are also discussed.",,2020.0,https://openalex.org/W3106922870,openalex,
Reflections on the human role in AI policy formulations: how do national AI strategies view people?,"Henrikki Salo-Pöntinen, Pertti Saariluoma","Purpose: There is no artificial intelligence (AI) without people. People design and develop AI; they modify and use it and they have to reorganize the ways they have carried out tasks in their work and everyday life. National strategies are documents made to describe how different nations foster AI and as human dimensions are such an important aspect of AI, this study sought to investigate major national strategy documents to determine how they view the human role in emerging AI societies. Approach: Our method for analyzing the strategies was conceptual analysis since the development of technology is embedded with conceptual ideas of humanity, explicit or implicit, and in addition to deepening analysis of explicit argumentation the method enables the deconstruction and reconstruction of meanings and conceptual relations within the strategies, exposing presumptions and tacit commitments of the writers. Findings: The analysis of the documents illustrates that the general tendency in national strategies is globally dominantly technology-driven as the state of affairs appears to be creating new technologies. However, various human research points such as usability, user experience, sociotechnical and life-based themes are less well represented. Because national strategies are used to develop innovation processes, we argue that future development of national strategies could be improved by taking human research issues more energetically in the agenda. Originality: Our study elaborates the current trends in AI-policy discourses and discusses reasons and possibilities for more holistic policymaking, making it a valuable resource for policymakers, researchers, and the larger public.",,2022.0,https://openalex.org/W4214857643,openalex,
Digital Roots,"P. Bory, S. Natale, D. Trudel","As media environments and communication practices evolve over time, so do theoretical concepts. This book analyzes some of the most well-known and fiercely discussed concepts of the digital age from a historical perspective, showing how many of them have pre-digital roots and how they have changed and still are constantly changing in the digital era. Written by leading authors in media and communication studies, the chapters historicize 16 concepts that have become central in the digital media literature, focusing on three main areas. The first part, Technologies and Connections, historicises concepts like network, media convergence, multimedia, interactivity and artificial intelligence. The second one is related to Agency and Politics and explores global governance, datafication, fake news, echo chambers, digital media activism. The last one, Users and Practices, is finally devoted to telepresence, digital loneliness, amateurism, user generated content, fandom and authenticity. The book aims to shed light on how concepts emerge and are co-shaped, circulated, used and reappropriated in different contexts. It argues for the need for a conceptual media and communication history that will reveal new developments without concealing continuities and it demonstrates how the analogue/digital dichotomy is often a misleading one.",,2021.0,https://openalex.org/W3197306890,openalex,
SOLVING THE ROUTING PROBLEM BY ANT COLONY OPTIMIZATION ALGORITHMS,"Vladimir Zhikharevich, Nataliia Matsiuk, С. Е. Остапов","The use of ant colony optimization algorithms for solving the routing problem in a process of products delivery taking into account a city transport infrastructure has shown in this research. The vehicle routing problem belongs to NP-hard task and its solution requires significant computing resources. Therefore, it is recommended to use metaheuristic methods to solve such problems including ant colony optimization algorithms. Solution of the Vehicle Routing Problem will cause a decrease of enterprises non-productive resources consumption and will promote the increase of their efficiency and competitiveness. The test example, consisting of eight consumers of freight and two transportation means with unlimited load capacity, moving around the certain city, is used for the implementation of the model. It can be further refined by taking into account various parameters besides transport infrastructure, including limitations on carrying capacity, a number of vehicles an working hours, an amount of consumers’ orders and a time for loading and unloading, etc.",,2016.0,https://openalex.org/W2568869089,openalex,
Assessing the Performance of Artificial Intelligence Systems for the Screening of Diabetic Retinopathy: A Systematic Review and Meta-Analysis,Ryan Sadjadi,"Diabetic retinopathy is the most common microvascular complication of diabetes mellitus and one of the leading causes of blindness globally. Due to the progressive nature of the disease, earlier detection and timely treatment can lead to substantial reductions in the incidence of irreversible vision-loss. Artificial intelligence (AI) screening systems have offered clinically acceptable and quicker results in detecting diabetic retinopathy from retinal fundus and optical coherence tomography (OCT) images. Thus, this systematic review and meta-analysis of relevant investigations was performed to document the performance of AI screening systems that were applied to fundus and OCT images of patients from diverse geographic locations including North America, Europe, Africa, Asia, and Australia. A systematic literature search on Medline, Global Health, and PubMed was performed and studies published between October 2015 and January 2020 were included. The search strategy was based on the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) reporting guidelines, and AI-based investigations were mandatory for studies inclusion. The abstracts, titles, and full-texts of potentially eligible studies were screened against inclusion and exclusion criteria. Twenty-one studies were included in this systematic review; 18 met inclusion criteria for the meta-analysis. The pooled sensitivity of the evaluated AI screening systems in detecting diabetic retinopathy was 0.93 (95% CI: 0.92-0.94) and the specificity was 0.88 (95% CI: 0.86-0.89). The included studies detailed training and external validation datasets, criteria for diabetic retinopathy case ascertainment, imaging modalities, DR-grading scales, and compared AI results to those of human graders (e.g., ophthalmologists, retinal specialists, trained nurses, and other healthcare providers) as a reference standard. The findings of this study showed that the majority AI screening systems demonstrated clinically acceptable levels of sensitivity and specificity for detecting referable diabetic retinopathy from retinal fundus and OCT photographs. Further improvement depends on the continual development of novel algorithms with large and gradable sets of images for training and validation. If cost-effectiveness ratios can be optimized, AI can become a financially sustainable and clinically effective intervention that can be incorporated into the healthcare systems of low-to-middle income countries (LMICs) and geographically remote locations. Combining screening technologies with treatment interventions such as anti-VEGF therapy, acellular capillary laser treatment, and vitreoretinal surgery can lead to substantial reductions in the incidence of irreversible vision-loss due to proliferative diabetic retinopathy.",,2021.0,https://openalex.org/W3189435221,openalex,
Mitigating Environmental Impacts Through Modal Shifts: A Life Cycle Assessment of India's Freight Transport Infrastructure,"Krishna Murthy Inumula, Misbah Hayat","This research emphasizes analyzing existing transport logistics systems of the state, detecting problems within every mode of transport, and proposing solutions for them to advance towards the sustainable development of multimodal logistics.It also looks into how the nation's logistic infrastructure can be optimized, and challenges associated with shifting from one mode of transport to another within the Indian transport system are considered as such changes are deemed necessary to remedy the structural imbalance.Exante and ex-post evaluations of the funding strategies were carried out as life cycle assessments using OpenLCA.The software and eco-invent database concluded that the new modal infrastructure would be less damaging when utilized than the available one.Building rail shipments' share of the total to 45% would significantly mitigate the adverse effects on the environment that the current structure of the modalities of freight transport.In addition, it was found that, hence why the changes were made, the displacement of transportation brought down global warming impacts by a commendable 9%, as well as the effects of emissions in ecotoxicity in the land, ocean and freshwater by 20% on average.These results highlight the need to boost rail traffic and build railway infrastructure as the most efficient strategy towards positive outcomes.The research admits some data-sourced weaknesses, but it contributes to appreciating the need to put in place an appropriate transport system that is environmentally sound for the country's anticipated development.",,2025.0,https://openalex.org/W4409563886,openalex,
[Retracted] A Machine Learning Algorithm to Automate Vehicle Classification and License Plate Detection,"S. Srividhya, C. Kavitha, Wen‐Cheng Lai, Vinodhini Mani, Osamah Ibrahim Khalaf","In the field of intelligent transportation systems (ITS), video surveillance is a hot research topic; this surveillance is used in a variety of applications, such as detecting the cause of an accident, tracking down a specific vehicle, and discovering routes between major locations. Object detection and shadow elimination are the main tasks in this area. Object detection in computer vision is a critical and vital part of object and scene recognition, and its applications are vast in the fields of surveillance and artificial intelligence. Additionally, other challenges arise in regard to video surveillance, including the recognition of text. Based on shadow elevation, we present in this work an inner‐outer outline profile (IOOPL) algorithm for detecting the three levels of object boundaries. A system of video surveillance monitoring of traffic can be incorporated into this method. It is essential to identify the type of detected objects in intelligent transportation systems (ITS) to track safely and estimate traffic parameters correctly. This work addresses the problem of not recognizing object shadows as part of the object itself in‐vehicle image segmentation. This paper proposes an approach for detecting and segmenting vehicles by eliminating their shadow counterparts using the delta learning algorithm (Widrow‐Hoff learning rule), where the system is trained with various types of vehicles according to their appearance, colors, and build types. An essential aspect of the intelligent transportation system is recognizing the type of the detected object so that it can be tracked reliably and the traffic parameters can be estimated correctly. Furthermore, we propose to classify vehicles using a machine learning algorithm consisting of artificial neural networks trained using the delta learning algorithm, a high‐performance machine learning algorithm, to obtain information regarding their travels. The paper also presents a method for recognizing the number plate using text correlation and edge dilation techniques. In regard to video text recognition, number plate recognition is a challenging task.",,2022.0,https://openalex.org/W4281945245,openalex,
"Engineering Management: A Comprehensive Review of Challenges, Trends, and Best Practices","Arkar Htet, Sui Reng Liana, Theingi Aung, Amiya Bhaumik","Abstract: Engineering management is a multidisciplinary field that combines technical knowledge with management skills, aiming to efficiently develop and execute engineering projects. The increasing complexity of modern projects and the dynamic environment in which they are executed have led to the development of various tools, methodologies, and best practices to improve project outcomes. This paper reviews the literature on engineering management, discussing its challenges, emerging trends, and best practices. The findings reveal that effective engineering management is crucial for achieving project success and that organizations must adapt to the rapidly changing landscape.",,2023.0,https://openalex.org/W4384566090,openalex,
A Choreography-Based and Collaborative Road Mobility System for L’Aquila City,"Marco Autili, Amleto Di Salle, Francesco Gallo, Claudio Pompilio, Massimo Tivoli","Next Generation Internet (NGI) is the European initiative launched to identify the future internet technologies, designed to serve the needs of the digitalized society while ensuring privacy, trust, decentralization, openness, inclusion, and business cooperation. NGI provides efficient support to promote diversity, decentralization and the growth of disruptive innovation envisioned by smart cities. After the earthquake of 6 April 2009, the city of L’Aquila is facing a massive and innovative reconstruction process. As a consequence, nowadays, the L’Aquila city can be considered as a living laboratory model for applications within the context of smart cities. This paper describes and evaluates the realization of a Collaborative Road Mobility System (CRMS) for L’Aquila city by using our CHOReVOLUTION approach for the automated choreography production. The CRMS allows vehicles and transport infrastructure to interconnect, share information and use it to coordinate their actions.",,2019.0,https://openalex.org/W2949717060,openalex,
